timestamp,elapsed_s,cpu_percent,working_set_mb,private_mb,threads,handles
2026-08-17T21:07:09,2,0,55.6,62,14,212
2026-08-17T21:07:11,4.1,0,55.6,62,14,212
2026-08-17T21:07:13,6.1,0,55.6,62,14,212
